gene	missenseDriverLikelihood	missenseExpDriversPerSample	missenseExpPassengersPerLoad	nonsenseDriverLikelihood	nonsenseExpDriversPerSample	nonsenseExpPassengersPerLoad	spliceDriverLikelihood	spliceExpDriversPerSample	spliceExpPassengersPerLoad	indelDriverLikelihood	indelExpDriversPerSample	indelExpPassengersPerLoad
VPREB3	0.26248976194272045	4.4691786936899055E-4	4.920857231837357E-8	0.7646730082055858	4.339801408658262E-4	5.233873238462692E-9	0.0	0.0	0.0	0.0	0.0	0.0
VPS11	0.0	0.0	3.113719543166189E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VPS13A	0.0	0.0	1.1009222670480455E-6	0.0	0.0	6.672256163927548E-8	0.0	0.0	6.672256163927548E-8	0.0	0.0	7.524901214978075E-7
VPS13B	0.07543518262986683	0.0037888840310687935	1.8198353239862835E-6	0.012824857654125534	5.4589348698037176E-5	1.646671357098329E-7	0.0	0.0	4.4481707759516984E-8	0.0	0.0	1.3544822186960535E-6
VPS13C	0.04933723088977558	0.0017080426130966575	1.2897566559391324E-6	0.2228060267524498	6.322531973679052E-4	8.642728797613848E-8	0.2934600243204089	5.829228632925263E-4	5.499918325754267E-8	0.0	0.0	9.782371579471497E-7
VPS13D	0.0	0.0	1.5679801985229738E-6	0.00445381142576301	1.8957767135767638E-5	1.6606347982972575E-7	0.00445381142576301	5.055404569538037E-6	4.42835946212602E-8	0.13135484213445892	6.70938467202117E-4	1.1765644206853017E-6
VPS16	0.2754600746957945	0.0028140075735098185	2.9005895895735546E-7	0.3395888408672027	2.890937918846788E-4	2.203216213625172E-8	0.3395888408672027	2.890937918846788E-4	2.203216213625172E-8	0.0	0.0	3.00996048599123E-7
VPS18	0.0	0.0	2.8913110043686043E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2574703644934226E-7
VPS25	0.42304171060151097	8.403212185614577E-4	4.4912157532295236E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	0.0
VPS26A	0.20123968033893458	6.281601826697731E-4	9.770811354992018E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.018211300206365452	5.167792340058301E-6	7.387862979928865E-8
VPS26B	0.0	0.0	1.3344512327855095E-7	0.0	0.0	0.0	0.1637720418823213	4.647333765105599E-5	9.299211913332048E-9	0.0	0.0	7.524901214978075E-8
VPS28	0.11521717467004325	2.615599879002117E-4	7.87133021339338E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.3116800598155839	1.7688993179091025E-4	1.0359079108374698E-7
VPS29	0.0	0.0	3.336128081963774E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.43256706999537625	1.2274888478869928E-4	4.2698767444103615E-8
VPS33A	0.10793062656848737	6.431734273377512E-4	2.0832403814352887E-7	0.6208952561808022	8.80952406612943E-4	2.1079033031015134E-8	0.0	0.0	0.0	0.5514667069447412	7.824442493540596E-4	1.6875843609348168E-7
VPS33B	0.0	0.0	1.3344512327855095E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	2.2240853879758492E-8	0.2587483986500964	3.6712315358980766E-4	2.7889225378011665E-7
VPS35	0.33171915802266594	0.0023532857407964386	1.8578920696324828E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	3.7624506074890373E-7
VPS36	0.0	0.0	1.1120426939879247E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0
VPS37A	0.0	0.0	6.672256163927548E-8	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.7001983617146955	3.9738840051912344E-4	4.51195542437101E-8
VPS37B	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.7730400178086363	0.003948558547263182	3.074132602337751E-7
VPS37C	0.22031357762325046	0.0011878427851423833	1.6473847202507302E-7	0.6691773332107936	3.797828224805866E-4	7.357778592170771E-9	0.0	0.0	0.0	0.0	0.0	0.0
VPS37D	0.0	0.0	1.3344512327855095E-7	0.5582695112761644	3.1683854215446336E-4	9.824463253941134E-9	0.0	0.0	1.1120426939879246E-8	0.21226253408805973	6.0233409219086186E-5	5.9276466143245094E-8
VPS39	0.4621376979846599	0.0038030627813720594	1.7345649456502882E-7	0.44093040212328427	2.502442690824542E-4	1.2434185234991373E-8	0.44093040212328427	1.251221345412271E-4	6.2170926174956865E-9	0.0	0.0	7.524901214978075E-8
VPS41	0.0	0.0	3.224923812564981E-7	0.10832389916043637	9.22167132466825E-5	2.97474568002683E-8	0.10832389916043637	6.147780883112166E-5	1.9831637866845533E-8	0.0	0.0	2.2574703644934226E-7
VPS45	0.0	0.0	1.890472579779472E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.10861461821368522	6.164280261843656E-5	1.3415173884835072E-7
VPS4A	0.0	0.0	1.4456555021843022E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.5750379839005754	4.89532903434088E-4	9.593391573798278E-8
VPS4B	0.12261507853007274	3.1314861145591787E-4	8.781205425622215E-8	0.6638909069560028	5.651738708479026E-4	1.1213029839074539E-8	0.6638909069560028	1.8839129028263419E-4	3.737676613024847E-9	0.0	0.0	7.524901214978075E-8
VPS51	0.36474671959419713	0.004450655205037025	3.037643708020683E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.6277252456131298	0.0012469003176197244	1.9609315261139966E-7
VPS52	0.0	0.0	1.890472579779472E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	7.524901214978075E-8
VPS53	0.0	0.0	1.890472579779472E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VPS54	0.0	0.0	3.4473323513625666E-7	0.5546993261455371	0.0012592493215562704	3.961546887902041E-8	0.3320489892183056	1.884500506346797E-4	1.4855800829632655E-8	0.5563300148477324	0.0012629512255340123	2.6708582482572825E-7
VPS72	0.0	0.0	1.5568597715830946E-7	0.5838772162791367	4.970577891139075E-4	1.38823890431611E-8	0.0	0.0	0.0	0.4317371622005042	2.450267662885949E-4	8.55224343716863E-8
VPS8	0.33258971416508065	0.005757086425672509	4.527351266756199E-7	0.16154337628286117	1.8336365071834412E-4	3.729598250521707E-8	0.16154337628286117	1.3752273803875807E-4	2.7971986878912802E-8	0.05063876023475722	1.0058777572170843E-4	5.000694682593797E-7
VPS9D1	0.0	0.0	1.668064040981887E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.41103896035592036	4.665595463744839E-4	1.772749457116994E-7
VRK1	0.0	0.0	1.4456555021843022E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
VRK2	0.17541209025503704	6.968698250767645E-4	1.2837677448157244E-7	0.5801558936927613	6.585197431245872E-4	1.8675382841314174E-8	0.0	0.0	0.0	0.46494167026544203	6.596788738158939E-4	2.0131305377518574E-7
VRK3	0.3124362465239169	0.002216488695544246	1.911500621759982E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
VRTN	0.11463983208113646	0.0014639025095491318	4.430512378269425E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.701836047952968	0.0027882249351139474	3.1411159990299263E-7
VSIG1	0.0	0.0	1.5568597715830946E-7	0.27525153838630967	7.810770101768151E-5	8.059512317164922E-9	0.0	0.0	2.2240853879758492E-8	0.0	0.0	7.524901214978075E-8
VSIG10	0.0	0.0	1.5568597715830946E-7	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.34045617838675996	5.796643218843814E-4	2.9778012627532514E-7
VSIG10L	0.2886093935697644	0.003931115462925281	3.797264286971436E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	0.0	0.0	0.0	5.267430850484653E-7
VSIG2	0.0	0.0	1.5568597715830946E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.7994536510907113	0.0011342985968937447	7.545457322834617E-8
VSIG4	0.19049033239861649	0.0012432683442588476	2.0704814166080375E-7	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0
VSIG8	0.0	0.0	1.5568597715830946E-7	0.2087380594015478	5.923327451803286E-5	8.79917060073216E-9	0.2087380594015478	5.923327451803286E-5	8.79917060073216E-9	0.0	0.0	7.524901214978075E-8
VSNL1	0.09485156614893242	2.42242932843471E-4	9.059073325548228E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.29533932677171315	8.380798149027048E-5	5.302501956122804E-8
VSTM1	0.0	0.0	1.3344512327855095E-7	0.3032684641745642	8.605802048086385E-5	7.747952140856618E-9	0.3032684641745642	8.605802048086385E-5	7.747952140856618E-9	0.19722264736585068	5.5965563951716994E-5	6.040820276193593E-8
VSTM2A	0.13633404066296287	0.0010445570652383648	2.5931702343424253E-7	0.0	0.0	3.336128081963774E-8	0.0	0.0	0.0	0.22699781236365021	1.9324444866372037E-4	1.7450295302776436E-7
VSTM2B	0.41197125747537394	0.0028057066343385286	1.5693913607506005E-7	0.0	0.0	1.1120426939879246E-8	0.21776399135809418	6.17945491935568E-5	8.698798383845064E-9	0.0641562869063189	1.8205529769102982E-5	7.042131493688234E-8
VSTM2L	0.13539163870191967	3.073589981882399E-4	7.691851290739218E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VSTM4	0.2770540490571893	0.0027516718833716304	2.813813670129368E-7	0.6023294118788499	3.418441611117196E-4	8.844533442680123E-9	0.6023294118788499	5.127662416675794E-4	1.3266800164020183E-8	0.6090232421637467	8.641078918327847E-4	1.4710307400351058E-7
VSTM5	0.0	0.0	6.672256163927548E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VSX1	0.0	0.0	2.2240853879758495E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
VSX2	0.0	0.0	1.890472579779472E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0
VTA1	0.0	0.0	3.336128081963774E-8	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.5058351841903821	2.870801272363122E-4	7.437082845770422E-8
VTCN1	0.5004302199453192	0.001988088274470621	7.777600936657471E-8	0.43336522656728804	1.2297537643793645E-4	6.301220599553503E-9	0.0	0.0	0.0	0.0	0.0	0.0
VTI1A	0.0	0.0	5.5602134699396236E-8	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.679092148190645	1.9270492286908202E-4	2.4147998839762193E-8
VTI1B	0.27254836088676376	3.8670312271107233E-4	4.044786402527074E-8	0.0	0.0	0.0	0.579402352227131	1.6441610449124036E-4	4.677225413143255E-9	0.0	0.0	0.0
VTN	0.3172576521953924	0.0016204987910093825	1.3666295515540975E-7	0.7275167071251074	6.193388539657554E-4	9.090391652258887E-9	0.7275167071251074	2.064462846552518E-4	3.030130550752962E-9	0.0	0.0	0.0
VWA1	0.0	0.0	2.3352896573746418E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.3283426726958828	3.726931585651337E-4	2.0216620153118712E-7
VWA2	0.23969922130231586	0.002040572258532768	2.536460778552269E-7	0.1887302510804609	1.0711137972784387E-4	1.804333194278783E-8	0.0	0.0	0.0	0.0	0.0	2.2574703644934226E-7
VWA3A	0.05074263338400209	9.647435972554313E-4	7.072618619038901E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	5.5602134699396236E-8	0.0	0.0	1.504980242995615E-7
VWA3B	0.009848398130836366	2.207785052031989E-4	8.698617752912446E-7	0.15853038297418975	2.2492960126871417E-4	4.678750699131846E-8	0.15853038297418975	2.2492960126871417E-4	4.678750699131846E-8	0.4337323893795661	9.846365252657572E-4	3.4088862649283476E-7
VWA5A	0.4593088676358715	0.007038217608495193	3.24686676662777E-7	0.0	0.0	0.0	0.0	0.0	2.2240853879758492E-8	0.0	0.0	2.2574703644934226E-7
VWA5B1	0.0	0.0	8.673933013105813E-7	0.0	0.0	4.4481707759516984E-8	0.10682227172462237	9.093836979962177E-5	2.9797553014840963E-8	0.0	0.0	3.7624506074890373E-7
VWA5B2	0.18718720524659227	0.0032933049731239277	5.604071685909688E-7	0.0	0.0	0.0	0.0	0.0	2.2240853879758492E-8	0.0	0.0	2.2574703644934226E-7
VWA7	0.0	0.0	2.7801067349698117E-7	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.504980242995615E-7
VWA8	0.0	0.0	7.117073241522717E-7	0.0	0.0	4.4481707759516984E-8	0.1316496260698788	1.1207402900386958E-4	2.896928067452021E-8	0.0	0.0	5.267430850484653E-7
VWA9	0.0	0.0	8.896341551903397E-8	0.03235003881439018	1.8359840416793518E-5	2.1521361393483128E-8	0.0	0.0	0.0	0.22611918532080474	1.283309791832036E-4	1.1646753365255398E-7
VWC2	0.17381786659224643	0.0019236370025816148	3.5831242409018523E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.4805419765739201	4.090879482751874E-4	1.1726610934827054E-7
VWC2L	0.2562878535775377	0.0018181601417248702	2.067599147147942E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.6161167902785648	1.7483450348426924E-4	2.888683231242511E-8
VWCE	0.12231892708388799	0.0014925408242358637	4.1968809465877346E-7	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.507570234558628	0.0011522593293044905	2.9643882722089185E-7
VWDE	0.2344220420055339	0.009046934651745917	1.1578433098176788E-6	0.0	0.0	3.336128081963774E-8	0.0	0.0	8.896341551903397E-8	0.41553825525005517	0.0011791664450909623	4.3980168931770654E-7
VWF	0.1546510588574264	0.005397866129246154	1.1562788600576732E-6	0.4317516869642965	0.0014702100577671845	7.582996618587808E-8	0.47546309565935063	5.396856931434173E-4	2.333229728796248E-8	0.0	0.0	3.7624506074890373E-7
WAC	0.25082300537468843	0.0018505670090073493	2.166103688779962E-7	0.7558010493056659	0.0010723624422611605	1.3577982949957578E-8	0.7558010493056658	6.434174653566963E-4	8.14678976997455E-9	0.19293937255203666	1.6425031715553632E-4	1.8219154488132442E-7
WAPAL	0.019081935093961118	1.8410493563980647E-4	3.708797409430414E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	3.00996048599123E-7
WARS	0.4390091963432553	0.001993231311433622	9.981531593614357E-8	0.0	0.0	0.0	0.6398055480261555	3.6311325086614955E-4	8.011032174649963E-9	0.0	0.0	7.524901214978075E-8
WARS2	0.0	0.0	1.668064040981887E-7	0.2959868510295036	8.399172844197037E-5	7.82892678784073E-9	0.2959868510295036	8.399172844197037E-5	7.82892678784073E-9	0.0	0.0	0.0
WAS	0.35216495101986944	0.0029979990154926457	2.1612606993829905E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
WASF1	0.0	0.0	2.2240853879758495E-7	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.0	0.0	2.2574703644934226E-7
WASF2	0.0	0.0	1.5568597715830946E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
WASF3	0.0	0.0	4.003353698356529E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	0.0	0.6159704091299661	0.0026218944770004236	4.3346771023881764E-7
WASH4P	0.0	0.0	1.4456555021843022E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	1.504980242995615E-7
WASL	0.42630155705432743	0.0024194185984922102	1.2759543240599669E-7	0.4446608603062753	2.5236144171752285E-4	1.2351216659638922E-8	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
WBP1	0.0	0.0	1.0008384245891322E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.8139010374164648	0.003464391475949765	2.1005644644765044E-7
WBP11	0.0	0.0	2.3352896573746418E-7	0.0	0.0	1.1120426939879246E-8	0.33147268394869395	2.8218446420149885E-4	2.2302927526386337E-8	0.028389467702676502	2.416810530874844E-5	2.193381982490887E-7
WBP1L	0.0721101605937126	2.864762339137277E-4	1.4445943634323467E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.1872731344328904	1.0628441227746334E-4	1.223137875630253E-7
WBP2	0.31009481280326306	0.0010559414737909072	9.206448275598033E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.16396159851499492	4.652712784193953E-5	6.291106383102842E-8
WBP2NL	0.43104912423762887	0.0026909990729931427	1.3919348621850677E-7	0.5819794421876656	3.3029480260366947E-4	9.297134145039267E-9	0.5819794421876656	1.6514740130183474E-4	4.648567072519633E-9	0.0	0.0	0.0
WBP4	0.33301940363816723	0.0010395043813904198	8.158819891374736E-8	0.3883772090495262	2.2041839333117265E-4	1.3603013123059562E-8	0.0	0.0	0.0	0.0	0.0	0.0
WBP5	0.0	0.0	3.336128081963774E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.8078145668660632	4.58464566893339E-4	2.892352798581297E-8
WBSCR16	0.0	0.0	4.4481707759516984E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBSCR17	0.45885139674815306	0.013541584921057866	6.258515646323059E-7	0.38807836886383035	6.60746371504819E-4	4.082897875188907E-8	0.38807836886383035	1.1012439525080316E-4	6.804829791981513E-9	0.47332082215120036	5.37254054655165E-4	1.5852835141192343E-7
WBSCR22	0.0	0.0	1.3344512327855095E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.504980242995615E-7
WBSCR27	0.05130477100022787	1.8926277610753755E-4	1.371486477699517E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBSCR28	0.22725176602960717	6.448688025811781E-4	8.593290278788467E-8	0.5277855011175924	4.4930661275617963E-4	1.5753680504320512E-8	0.0	0.0	0.0	0.14363444756794197	8.151784765490464E-5	1.2888132371922728E-7
WDFY1	0.1736308602221701	5.419805512042767E-4	1.010853540869724E-7	0.07855214814311762	2.2290620925969812E-5	1.0246893515483135E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0
WDFY2	0.2896555492674085	0.0011507314670101357	1.1059066993128611E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	0.0
WDFY3	0.05251680219733692	0.001996949913292607	1.411879968842308E-6	0.3871546189253611	0.002197245283344842	1.3630204571365954E-7	0.027229553849779542	2.3180664457814594E-5	3.24528680270618E-8	0.21983650216444237	0.0010605052601576391	9.980110529665365E-7
WDFY4	0.2986525791604539	0.022882008051453618	2.1058063432881073E-6	0.0	0.0	1.1120426939879247E-7	0.0	0.0	4.4481707759516984E-8	0.0	0.0	3.00996048599123E-7
WDHD1	0.0	0.0	2.668902465571019E-7	0.3965353404310279	5.626210846070203E-4	3.355392328767928E-8	0.0	0.0	0.0	0.0	0.0	2.2574703644934226E-7
WDPCP	0.2761114645322	0.0026639585113776387	2.736982854237191E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	2.2574703644934226E-7
WDR1	0.0	0.0	1.7792683103806794E-7	0.0	0.0	2.2240853879758492E-8	0.15257972277519777	8.659462132531088E-5	1.884735056050126E-8	0.0	0.0	1.504980242995615E-7
WDR11	0.10124945956632224	9.194048541777274E-4	3.1982367110623047E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.504980242995615E-7
WDR12	0.0	0.0	1.1120426939879247E-7	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0
WDR13	0.0	0.0	2.3352896573746418E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
WDR16	0.1616802147523325	0.0012846328073397588	2.610292698748545E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
WDR17	0.08475167820852625	0.0018518385987674579	7.837023112633465E-7	0.0	0.0	6.672256163927548E-8	0.0	0.0	3.336128081963774E-8	0.0	0.0	3.7624506074890373E-7
WDR18	0.0	0.0	1.5568597715830946E-7	0.409047795114121	1.1607485672931923E-4	6.57164081939397E-9	0.409047795114121	1.1607485672931923E-4	6.57164081939397E-9	0.0	0.0	7.524901214978075E-8
WDR19	0.17029849080880674	0.0022712908819562763	4.33651845698806E-7	0.36005114796845183	4.086846174443267E-4	2.8466017817105705E-8	0.48804091837476143	5.539624499145987E-4	2.2772814253684566E-8	0.0	0.0	1.504980242995615E-7
WDR20	0.0	0.0	2.0016768491782644E-7	6.988481983274403E-4	1.9831106649473332E-7	1.111265544954768E-8	0.0	0.0	0.0	0.167308362368657	1.4243050144891346E-4	1.8797766947142525E-7
WDR24	0.0	0.0	2.8913110043686043E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0
WDR25	0.0	0.0	1.7792683103806794E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.14474247094012127	8.21466917934854E-5	1.2871456839083656E-7
WDR26	0.4806847212775011	0.0032736757408229357	1.3860018277911783E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	2.2240853879758492E-8	0.6929626599795561	0.001376486555010469	1.6172979570744322E-7
WDR27	0.22109653925376663	0.002697829508488072	3.724547782232464E-7	0.03356064664020042	3.8093810034279706E-5	4.298887288344717E-8	0.0	0.0	0.0	0.0	0.0	1.504980242995615E-7
WDR3	0.0	0.0	2.7801067349698117E-7	0.6464809304129195	0.0011007053298744374	2.3587697911183294E-8	0.6464809304129195	7.338035532496249E-4	1.5725131940788863E-8	0.0	0.0	7.524901214978075E-8
WDR31	0.20514248186621575	5.239166676492457E-4	7.955239462218442E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WDR33	0.24059017350165182	0.00518866435474618	6.418170734680954E-7	0.40072653126236946	0.0011371354462609803	6.66417682610483E-8	0.4007265312623694	1.1371354462609802E-4	6.664176826104831E-9	0.0	0.0	5.267430850484653E-7
WDR34	0.0	0.0	1.5568597715830946E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.11141254701323755	6.32307304274901E-5	1.3373065609188724E-7
WDR35	0.0	0.0	4.559375045350491E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	7.524901214978075E-8
WDR36	0.0	0.0	4.1145579677553215E-7	0.0	0.0	3.336128081963774E-8	0.0	0.0	1.1120426939879246E-8	0.030178114222830798	2.5690789633510894E-5	2.1893441659790843E-7
WDR37	0.019915079735719703	1.0737415294514028E-4	2.070802922628498E-7	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.504980242995615E-7
WDR38	0.15748144135068065	3.5750610976317967E-4	7.495332861561699E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.5264742851003912	4.4819036756559976E-4	1.0689702682114284E-7
WDR4	0.37978197218395154	0.0014010118156615693	8.966216044661669E-8	0.3334511328659154	9.462290943981708E-5	7.412307978823868E-9	0.0	0.0	0.0	0.5786873872611369	4.926396599839417E-4	9.511007374452774E-8
WDR41	0.0	0.0	6.672256163927548E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.31242628241432985	2.659701609656611E-4	1.5521772908542203E-7
WDR43	0.0	0.0	1.3344512327855095E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.504980242995615E-7
WDR44	0.20919958597796587	0.0020777484418923967	3.0779133798554016E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.5682659138047516	0.0012900474774228184	2.599005079806459E-7
WDR45	0.0	0.0	8.896341551903397E-8	0.5510480835989231	3.127401155498996E-4	9.985073971713902E-9	0.7755240417994615	2.2006925136193575E-4	2.4962684929284756E-9	0.0	0.0	7.524901214978075E-8
WDR45B	0.0	0.0	5.5602134699396236E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0
WDR46	0.0	0.0	4.4481707759516984E-8	0.23716862008227135	6.730097051142774E-5	8.48301062782237E-9	0.23716862008227135	6.730097051142774E-5	8.48301062782237E-9	0.0	0.0	0.0
WDR47	0.08720768841543425	7.918972841356118E-4	3.24820486792309E-7	0.058956947350515695	6.692048507436515E-5	4.185920205707812E-8	0.0	0.0	0.0	0.0	0.0	3.7624506074890373E-7
WDR48	0.024745493517404012	1.334178140836198E-4	2.0605968325542627E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	0.0	0.0	0.0	1.504980242995615E-7
WDR49	0.00460718000092785	1.1112664587936073E-4	9.408814161588047E-7	0.0	0.0	7.784298857915473E-8	0.0	0.0	2.2240853879758492E-8	0.0	0.0	1.504980242995615E-7
WDR5	0.5164812603792878	0.0020518551774432545	7.527708745220478E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.496643316173885	7.046585076246949E-4	1.8938546608452337E-7
WDR52	0.0	0.0	6.894664702725133E-7	0.11294905298463742	2.564110169912314E-4	7.891508198588029E-8	0.2115102693196777	2.4007976086229025E-4	3.507336977150235E-8	0.0	0.0	4.514940728986845E-7
WDR53	0.3261627768067103	0.0011106564476959487	8.992029131870501E-8	0.6713961386316161	3.810420764084087E-4	7.3084304650186435E-9	0.0	0.0	0.0	0.4472758034966845	6.346137961076682E-4	2.0795974889077895E-7
WDR54	0.015551925418678694	3.9718311228180544E-5	9.852734600537742E-8	0.0	0.0	0.0	0.49380351648732757	2.8025171196783633E-4	1.1258242024252927E-8	0.004852113702325343	2.753753520048435E-6	1.497677907736847E-7
WDR55	0.09343594973331222	4.772551348466572E-4	1.814648271716109E-7	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.26376043095546525	0.0010478564226380572	7.756182038665415E-7
WDR59	0.018056451613089372	1.588393870617964E-4	3.3850857615659506E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.055944354375710825	6.350096977946745E-5	2.84157018990605E-7
WDR5B	0.0	0.0	7.784298857915473E-8	0.1770904133417132	5.025267120933972E-5	9.151105936559708E-9	0.0	0.0	0.0	0.0	0.0	1.504980242995615E-7
WDR6	0.0	0.0	3.113719543166189E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	2.2574703644934226E-7
WDR60	0.18956229365763824	0.0024744226754402267	4.145710119243631E-7	0.19151584122107926	2.17384609785561E-4	3.5962756079002886E-8	0.19151584122107926	1.086923048927805E-4	1.7981378039501443E-8	0.4966991539773445	0.0012685279187843645	3.408560232961836E-7
WDR61	0.0	0.0	4.4481707759516984E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WDR62	0.02680462944934365	4.411658649437944E-4	6.276961849533625E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	0.0	0.0	0.0	5.267430850484653E-7
WDR63	0.0	0.0	3.0025152737673965E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	3.336128081963774E-8	0.0	0.0	7.524901214978075E-8
WDR64	0.292496389426903	0.005478082208335867	5.192709859312076E-7	0.3576106710028038	6.088717440456365E-4	4.286186160042824E-8	0.4493805751452604	6.376001349961129E-4	3.061561542887731E-8	0.0	0.0	3.00996048599123E-7
WDR65	0.3519512739617493	0.0028963073055876076	2.0899077683031546E-7	0.10972933539977098	6.227544574334334E-5	1.9800379764809173E-8	0.0	0.0	0.0	0.25435834739652086	2.887154908019533E-4	2.244351911045672E-7
WDR66	0.0	0.0	4.336966506552906E-7	0.4028416462709644	5.715687376148757E-4	3.320327922091154E-8	0.40284164627096436	2.2862749504595027E-4	1.3281311688364618E-8	0.0	0.0	3.00996048599123E-7
