Chr37	Start37	End37	Orient37	Chr38 	Start38	End38	Orient38
1	144193533	144194868	+	1	145366827	145368162	-
1	144194870	144195105	+	1	145352329	145352564	-
1	144195105	144195333	+	1	145352099	145352327	-
1	144195356	144195743	+	1	145323138	145323525	-
1	144196755	144198301	+	1	145311054	145312600	-
1	144199850	144199865	+	1	145309480	145309495	-
1	144203058	144203064	+	1	145303130	145303136	-
1	144206252	144207811	+	1	145309495	145311054	-
1	144207828	144209172	+	1	145308136	145309480	-
1	144212389	144217357	+	1	145303136	145308104	-
1	144217390	144219010	+	1	145301497	145303117	-
1	144219481	144224481	+	1	145326183	145331183	-
1	144274481	144275877	+	1	149669822	149671218	-
1	144275905	144276947	+	1	149668764	149669806	-
1	144276948	144278140	+	1	149667569	149668761	-
1	144280652	144281148	+	1	149664563	149665059	-
1	144281148	144285442	+	1	149660268	149664562	-
1	144285443	144285444	+	1	149660267	149660268	-
1	144286066	144286143	+	1	149659569	149659646	-
1	144288695	144288811	+	1	148416392	148416508	-
1	144298682	144298753	+	1	149649406	149649477	-
1	144298753	144298844	+	1	149649308	149649399	-
1	144298845	144298847	+	1	149649306	149649308	-
1	144298847	144298918	+	1	149649234	149649305	-
1	144299073	144299146	+	1	149649009	149649082	-
1	144299146	144299276	+	1	149648878	149649008	-
1	144299314	144299461	+	1	149648694	149648841	-
1	144299461	144299468	+	1	149648679	149648686	-
1	144299468	144299852	+	1	149648291	149648675	-
1	144299852	144299857	+	1	149648282	149648287	-
1	144299862	144299902	+	1	149648238	149648278	-
1	144299902	144299913	+	1	149648226	149648237	-
1	144300026	144300633	+	1	149647502	149648109	-
1	144302226	144302229	+	1	149645901	149645904	-
1	144302249	144302300	+	1	149645850	149645901	-
1	144302318	144302658	+	1	149645505	149645845	-
1	144302661	144303152	+	1	149645014	149645505	-
1	144303152	144303397	+	1	149644764	149645009	-
1	144306170	144307353	+	1	149640782	149641965	-
1	144307428	144307494	+	1	149640643	149640709	-
1	144307495	144308246	+	1	149639892	149640643	-
1	144313190	144314072	+	1	149634063	149634945	-
1	144315943	144316126	+	1	149632005	149632188	-
1	144316126	144317463	+	1	149630667	149632004	-
1	144317543	144317895	+	1	149630223	149630575	-
1	144318402	144318403	+	1	145193487	145193488	+
1	144318403	144318520	+	1	145193491	145193608	+
1	144320232	144321382	+	1	145195326	145196476	+
1	144321382	144321887	+	1	145196480	145196985	+
1	144321889	144323231	+	1	145196985	145198327	+
1	144323231	144324018	+	1	145198346	145199133	+
1	144327146	144327319	+	1	145202262	145202435	+
1	144328788	144329393	+	1	149618691	149619296	-
1	144329578	144329981	+	1	145204694	145205097	+
1	144330251	144330299	+	1	148449326	148449374	+
1	144330398	144330400	+	1	145205508	145205510	+
1	144330401	144330919	+	1	145205510	145206028	+
1	144334180	144334360	+	1	145209296	145209476	+
1	144334419	144335992	+	1	145209535	145211108	+
1	144336016	144336163	+	1	149611914	149612061	-
1	144336163	144336489	+	1	149611587	149611913	-
1	144336843	144336844	+	1	145211960	145211961	+
1	144337190	144337393	+	1	145212306	145212509	+
1	144337729	144338381	+	1	145212845	145213497	+
1	144339155	144340761	+	1	145214268	145215874	+
1	144343630	144345316	+	1	145218725	145220411	+
1	144345480	144345575	+	1	149602516	149602611	-
1	144345575	144345623	+	1	149602467	149602515	-
1	144345623	144345626	+	1	149602462	149602465	-
1	144352220	144352623	+	1	148471310	148471713	+
1	144355134	144355753	+	1	148474221	148474840	+
1	144363029	144363041	+	1	146343573	146343585	+
1	144363041	144363047	+	1	149585021	149585027	-
1	144364522	144364533	+	1	149583526	149583537	-
1	144364533	144365931	+	1	149582065	149583463	-
1	144368007	144368054	+	1	149579968	149580015	-
1	144368060	144368066	+	1	149579962	149579968	-
1	144368116	144368118	+	1	149579940	149579942	-
1	144368139	144369243	+	1	149578828	149579932	-
1	144369988	144369990	+	1	149578082	149578084	-
1	144370367	144371151	+	1	149576917	149577701	-
1	144371280	144373362	+	1	149574705	149576787	-
1	144373362	144373626	+	1	149574440	149574704	-
1	144374232	144374533	+	1	149573976	149574277	-
1	144374533	144375184	+	1	149573323	149573974	-
1	144375531	144375556	+	1	149572953	149572978	-
1	144375560	144375644	+	1	149572869	149572953	-
1	144375671	144375717	+	1	149572785	149572831	-
1	144375717	144377360	+	1	149571134	149572777	-
1	144377861	144378308	+	1	149570187	149570634	-
1	144386447	144386458	+	1	145263908	145263919	+
1	144390283	144391026	+	1	148509221	148509964	+
1	144391026	144391129	+	1	148509965	148510068	+
1	144391377	144391410	+	1	148510317	148510350	+
1	144396334	144396381	+	1	148515271	148515318	+
1	144396382	144396537	+	1	148515318	148515473	+
1	144396537	144397485	+	1	148515476	148516424	+
1	144397769	144398514	+	1	148516706	148517451	+
1	144398514	144399103	+	1	148517453	148518042	+
1	144399103	144401150	+	1	148518044	148520091	+
1	144401506	144401537	+	1	148520442	148520473	+
1	144401537	144401681	+	1	148520485	148520629	+
1	144401699	144401744	+	1	148521301	148521346	+
1	144451744	144452145	+	1	149673839	149674240	-
1	144452145	144454287	+	1	149671677	149673819	-
1	144454287	144454450	+	1	149671489	149671652	-
1	144454453	144454724	+	1	149671218	149671489	-
1	144456132	144456148	+	1	149669806	149669822	-
1	144457188	144457191	+	1	149668761	149668764	-
1	144461390	144461391	+	1	149664562	149664563	-
1	144465684	144466303	+	1	149659646	149660265	-
1	144468932	144468933	+	1	148416508	148416509	-
1	144476195	144476609	+	1	149653873	149654287	-
1	144479151	144479302	+	1	149649083	149649234	-
1	144480088	144480091	+	1	149648279	149648282	-
1	144481113	144482455	+	1	149645908	149647250	-
1	144484298	144484623	+	1	149643737	149644062	-
1	144484627	144486399	+	1	149641965	149643737	-
1	144488476	144490031	+	1	149638337	149639892	-
1	144490718	144493416	+	1	149634954	149637652	-
1	144497706	144497793	+	1	149630576	149630663	-
1	144498124	144498627	+	1	145192963	145193466	+
1	144504270	144507397	+	1	145199135	145202262	+
1	144507397	144507479	+	1	149620858	149620940	-
1	144507529	144507959	+	1	149620378	149620808	-
1	144507959	144508043	+	1	145202824	145202908	+
1	144508043	144508144	+	1	149620193	149620294	-
1	144508144	144508238	+	1	145203009	145203103	+
1	144508238	144508483	+	1	149619854	149620099	-
1	144508484	144508836	+	1	149619501	149619853	-
1	144508836	144509039	+	1	149619297	149619500	-
1	144509641	144509829	+	1	145204506	145204694	+
1	144509829	144509889	+	1	149618446	149618506	-
1	144510233	144510527	+	1	145205097	145205391	+
1	144510534	144510651	+	1	145205391	145205508	+
1	144510897	144510959	+	1	149617376	149617438	-
1	144511168	144512081	+	1	145206028	145206941	+
1	144513291	144513353	+	1	145208153	145208215	+
1	144513544	144513628	+	1	145208406	145208490	+
1	144514034	144514044	+	1	145208901	145208911	+
1	144514342	144514429	+	1	145209209	145209296	+
1	144516240	144517092	+	1	145211108	145211960	+
1	144517094	144517439	+	1	145211961	145212306	+
1	144518633	144519404	+	1	145213497	145214268	+
1	144519404	144519613	+	1	149177411	149177620	-
1	144519909	144520203	+	1	149176821	149177115	-
1	144520203	144521009	+	1	149176014	149176820	-
1	144521023	144521177	+	1	149175828	149175982	-
1	144521177	144521689	+	1	149175315	149175827	-
1	144521689	144522881	+	1	149174122	149175314	-
1	144522882	144523140	+	1	149173864	149174122	-
1	144523141	144524976	+	1	149172029	149173864	-
1	144524976	144528098	+	1	149168888	149172010	-
1	144528100	144529132	+	1	149167856	149168888	-
1	144529132	144530894	+	1	149166093	149167855	-
1	144530894	144530923	+	1	149166061	149166090	-
1	144530924	144532003	+	1	149164982	149166061	-
1	144532003	144533511	+	1	149163467	149164975	-
1	144533514	144534873	+	1	149162108	149163467	-
1	144534873	144536014	+	1	149160966	149162107	-
1	144536014	144536606	+	1	149160373	149160965	-
1	144536608	144537412	+	1	149159569	149160373	-
1	144537413	144541065	+	1	149155917	149159569	-
1	144541065	144541844	+	1	146416910	146417689	+
1	144541848	144543052	+	1	146417689	146418893	+
1	144543052	144543302	+	1	149153684	149153934	-
1	144543308	144543312	+	1	149153680	149153684	-
1	144543312	144543556	+	1	146419153	146419397	+
1	144543556	144543840	+	1	149153152	149153436	-
1	144543841	144543970	+	1	149153023	149153152	-
1	144543970	144544040	+	1	146419811	146419881	+
1	144544040	144544052	+	1	149152941	149152953	-
1	144544052	144544077	+	1	146419889	146419914	+
1	144544077	144544154	+	1	149152839	149152916	-
1	144544154	144544205	+	1	146419991	146420042	+
1	144544205	144544379	+	1	149152614	149152788	-
1	144544379	144544390	+	1	146420216	146420227	+
1	144544398	144544413	+	1	149152580	149152595	-
1	144544413	144545472	+	1	146420250	146421309	+
1	144545473	144545828	+	1	146421309	146421664	+
1	144545829	144545912	+	1	146421664	146421747	+
1	144545913	144545920	+	1	146421747	146421754	+
1	144545920	144545922	+	1	144512129	144512131	-
1	144545923	144545963	+	1	144512089	144512129	-
1	144545963	144546385	+	1	146421797	146422219	+
1	144546385	144546552	+	1	144511500	144511667	-
1	144546552	144546601	+	1	146422386	146422435	+
1	144546601	144546649	+	1	144511403	144511451	-
1	144546649	144546743	+	1	146422483	146422577	+
1	144546744	144546783	+	1	146422577	146422616	+
1	144546783	144546844	+	1	144511209	144511270	-
1	144546850	144547058	+	1	144510995	144511203	-
1	144547059	144547681	+	1	144510373	144510995	-
1	144547682	144548574	+	1	144509481	144510373	-
1	144548574	144549387	+	1	144508656	144509469	-
1	144549387	144550063	+	1	144507973	144508649	-
1	144550065	144551743	+	1	144506295	144507973	-
1	144566907	144569536	+	1	146442776	146445405	+
1	144569536	144569565	+	1	146445408	146445437	+
1	144569566	144569785	+	1	146445437	146445656	+
1	144569785	144569851	+	1	146445660	146445726	+
1	144569871	144570239	+	1	146445726	146446094	+
1	144570239	144570289	+	1	146446095	146446145	+
1	144570290	144570709	+	1	146446145	146446564	+
1	144570710	144573786	+	1	146446564	146449640	+
1	144573790	144573998	+	1	146449640	146449848	+
1	144574006	144574181	+	1	146449848	146450023	+
1	144574181	144574620	+	1	146450024	146450463	+
1	144574620	144575286	+	1	146450477	146451143	+
1	144575290	144576596	+	1	146451143	146452449	+
1	144576596	144576617	+	1	146452453	146452474	+
1	144576620	144577357	+	1	146452474	146453211	+
1	144577357	144578303	+	1	146453293	146454239	+
1	144578304	144578411	+	1	146454239	146454346	+
1	144578411	144578926	+	1	146454347	146454862	+
1	144578927	144581193	+	1	146454862	146457128	+
1	144581199	144581376	+	1	146457128	146457305	+
1	144581377	144581489	+	1	146457305	146457417	+
1	144581586	144581820	+	1	146457514	146457748	+
1	144581820	144582324	+	1	146457750	146458254	+
1	144582324	144585265	+	1	146458256	146461197	+
1	144585265	144586497	+	1	149110734	149111966	-
1	144586497	144586754	+	1	149110476	149110733	-
1	144586758	144588332	+	1	149108902	149110476	-
1	144588333	144590318	+	1	149106917	149108902	-
1	144590319	144591253	+	1	149105983	149106917	-
1	144591257	144592450	+	1	149104790	149105983	-
1	144592451	144593013	+	1	149104228	149104790	-
1	144593013	144593721	+	1	149103517	149104225	-
1	144593721	144593874	+	1	149103363	149103516	-
1	144593874	144593960	+	1	149103276	149103362	-
1	144593960	144594403	+	1	149102832	149103275	-
1	144594403	144595266	+	1	149101945	149102808	-
1	144595268	144595672	+	1	149101541	149101945	-
1	144598088	144598606	+	1	149098611	149099129	-
1	144598606	144599386	+	1	145419881	145420661	-
1	144602492	144606724	+	1	149090538	149094770	-
1	144606727	144609982	+	1	149087283	149090538	-
1	144609996	144610014	+	1	149087265	149087283	-
1	144610014	144612015	+	1	149085262	149087263	-
1	144612015	144612058	+	1	149085218	149085261	-
1	144612061	144612481	+	1	149084798	149085218	-
1	144612481	144612989	+	1	149084289	149084797	-
1	144612989	144613023	+	1	149084253	149084287	-
1	144613025	144613241	+	1	149084037	149084253	-
1	144613241	144614294	+	1	149082982	149084035	-
1	144614294	144614473	+	1	149082797	149082976	-
1	144614473	144615246	+	1	149082023	149082796	-
1	144615246	144616138	+	1	149081129	149082021	-
1	144616139	144616175	+	1	149081093	149081129	-
1	144616179	144616496	+	1	149080776	149081093	-
1	144616528	144617036	+	1	149080268	149080776	-
1	144672413	144674826	+	1	149193500	149195913	+
1	144674826	144674925	+	1	149195914	149196013	+
1	144674925	144677512	+	1	149196047	149198634	+
1	144677515	144678648	+	1	149198634	149199767	+
1	144678648	144678809	+	1	149199768	149199929	+
1	144678809	144681813	+	1	149199930	149202934	+
1	144681814	144682109	+	1	149202934	149203229	+
1	144682114	144685729	+	1	149203229	149206844	+
1	144685730	144688434	+	1	149206844	149209548	+
1	144688440	144689055	+	1	149209548	149210163	+
1	144689056	144689544	+	1	149210163	149210651	+
1	144689544	144689652	+	1	149210652	149210760	+
1	144689656	144690569	+	1	149210760	149211673	+
1	144690575	144691121	+	1	149211673	149212219	+
1	144691121	144691372	+	1	149212220	149212471	+
1	144691374	144694029	+	1	149212471	149215126	+
1	144694029	144695595	+	1	149215130	149216696	+
1	144695595	144697075	+	1	149216702	149218182	+
1	144697076	144697751	+	1	149218182	149218857	+
1	144697752	144698981	+	1	149218857	149220086	+
1	144700985	144701120	+	1	149222090	149222225	+
1	144701317	144701415	+	1	149222422	149222520	+
1	144701435	144701446	+	1	149222540	149222551	+
1	144701871	144702108	+	1	149222976	149223213	+
1	144702108	144702115	+	1	149223221	149223228	+
1	144702290	144703274	+	1	149223403	149224387	+
1	144703274	144703975	+	1	148905201	148905902	-
1	144703980	144703982	+	1	148905199	148905201	-
1	144705326	144705686	+	1	149226424	149226784	+
1	144705724	144705915	+	1	149226822	149227013	+
1	144706300	144706405	+	1	149227399	149227504	+
1	144706405	144706435	+	1	149227506	149227536	+
1	144706435	144708101	+	1	149227540	149229206	+
1	144810724	144810943	+	1	149076669	149076888	-
1	144810943	144817266	+	1	149070345	149076668	-
1	144817266	144820290	+	1	149067320	149070344	-
1	144820290	144823571	+	1	149064038	149067319	-
1	144823577	144823605	+	1	149064010	149064038	-
1	144823607	144823848	+	1	149063769	149064010	-
1	144826648	144826695	+	1	145576050	145576097	-
1	144826695	144826727	+	1	145576012	145576044	-
1	144826739	144827880	+	1	145574871	145576012	-
1	144827880	144828912	+	1	145573836	145574868	-
1	144828912	144831522	+	1	149052917	149055527	-
1	144831523	144833936	+	1	149050504	149052917	-
1	144833938	144837990	+	1	149046452	149050504	-
1	144837991	144849440	+	1	149035003	149046452	-
1	144849440	144860678	+	1	149023764	149035002	-
1	144860706	144870689	+	1	149013781	149023764	-
1	144870690	144889889	+	1	148994582	149013781	-
1	144889891	144912523	+	1	148971950	148994582	-
1	144912524	144923838	+	1	148960636	148971950	-
1	144923852	144960891	+	1	148923597	148960636	-
1	144960891	144964335	+	1	148920152	148923596	-
1	144964339	144964362	+	1	148920129	148920152	-
1	144964363	144965836	+	1	148918656	148920129	-
1	144965842	144977366	+	1	148907132	148918656	-
1	144977367	144977695	+	1	148906804	148907132	-
1	144977877	144978597	+	1	148905902	148906622	-
1	144979298	144980646	+	1	148903851	148905199	-
1	144980999	144981102	+	1	148903395	148903498	-
1	144981231	144981617	+	1	149227013	149227399	+
1	144981617	144981754	+	1	148902743	148902880	-
1	144981754	144981927	+	1	148902564	148902737	-
1	144983420	144991294	+	1	149229206	149237080	+
1	144991297	144991383	+	1	149237080	149237166	+
1	144991383	144992719	+	1	149237169	149238505	+
1	144992719	144993220	+	1	148891266	148891767	-
1	144993220	144993610	+	1	149239006	149239396	+
1	144993610	144993710	+	1	148890776	148890876	-
1	144993710	144996854	+	1	148887630	148890774	-
1	144996854	145002891	+	1	148881592	148887629	-
1	145002891	145007143	+	1	148877338	148881590	-
1	145007143	145007727	+	1	149252925	149253509	+
1	145007727	145007909	+	1	148876571	148876753	-
1	145007909	145008775	+	1	149253691	149254557	+
1	145008776	145009181	+	1	149254557	149254962	+
1	145009181	145009535	+	1	148874945	148875299	-
1	145009535	145009703	+	1	149255316	149255484	+
1	145009703	145009964	+	1	148874516	148874777	-
1	145009964	145012452	+	1	149255745	149258233	+
1	145012452	145012784	+	1	148871696	148872028	-
1	145012784	145012818	+	1	149258565	149258599	+
1	145012829	145013775	+	1	148870705	148871651	-
1	145013775	145014703	+	1	149259556	149260484	+
1	145014704	145017794	+	1	149260484	149263574	+
1	145017795	145017829	+	1	149263574	149263608	+
1	145017829	145022188	+	1	149263686	149268045	+
1	145022191	145022778	+	1	149268045	149268632	+
1	145022782	145026966	+	1	149268632	149272816	+
1	145026966	145027084	+	1	148857329	148857447	-
1	145027084	145029772	+	1	149272934	149275622	+
1	145029772	145029838	+	1	148854575	148854641	-
1	145029838	145030993	+	1	149275688	149276843	+
1	145030993	145031500	+	1	148852913	148853420	-
1	145031500	145031962	+	1	149277350	149277812	+
1	145031967	145032114	+	1	149277812	149277959	+
1	145032114	145032922	+	1	148851493	148852301	-
1	145032922	145032939	+	1	149278767	149278784	+
1	145032939	145036500	+	1	148847915	148851476	-
1	145036500	145037922	+	1	148846474	148847896	-
1	145037922	145038796	+	1	148845587	148846461	-
1	145038796	145039145	+	1	149284660	149285009	+
1	145039145	145040832	+	1	148843551	148845238	-
1	145040832	145045839	+	1	148838543	148843550	-
1	145045839	145046622	+	1	149291700	149292483	+
1	145046622	145050334	+	1	148834048	148837760	-
1	145050334	145050356	+	1	149296195	149296217	+
1	145050356	145053940	+	1	148830442	148834026	-
1	145053940	145055334	+	1	148829047	148830441	-
1	145055334	145058200	+	1	148826179	148829045	-
1	145058201	145060382	+	1	148823998	148826179	-
1	145060382	145063511	+	1	148820868	148823997	-
1	145063515	145063803	+	1	148820580	148820868	-
1	145063805	145064440	+	1	148819945	148820580	-
1	145064440	145065999	+	1	148818382	148819941	-
1	145066004	145066847	+	1	148817539	148818382	-
1	145066847	145068838	+	1	149312697	149314688	+
1	145068838	145069290	+	1	149314689	149315141	+
1	145069294	145070615	+	1	149315141	149316462	+
1	145070616	145073565	+	1	149316462	149319411	+
1	145073565	145076976	+	1	149319435	149322846	+
1	145076976	145078341	+	1	149322850	149324215	+
1	145078341	145078545	+	1	149324217	149324421	+
1	145078545	145078565	+	1	148805803	148805823	-
1	145078565	145079200	+	1	149324441	149325076	+
1	145079200	145079777	+	1	149325079	149325656	+
1	145079777	145080627	+	1	149325659	149326509	+
1	145080627	145084475	+	1	149326510	149330358	+
1	145084475	145087944	+	1	149330362	149333831	+
1	145087944	145087956	+	1	149333832	149333844	+
1	145087956	145089507	+	1	148794856	148796407	-
1	145089507	145091996	+	1	148792365	148794854	-
1	145091999	145092717	+	1	148791647	148792365	-
1	145092717	145092863	+	1	148791500	148791646	-
1	145092864	145092948	+	1	148791416	148791500	-
1	145092949	145092956	+	1	148791409	148791416	-
1	145097081	145097094	+	1	149338833	149338846	+
1	145097094	145106438	+	1	149338847	149348191	+
1	145106452	145108188	+	1	149348191	149349927	+
1	145108189	145108921	+	1	149349927	149350659	+
1	145108932	145111196	+	1	149350659	149352923	+
1	145111200	145115972	+	1	149352923	149357695	+
1	145115972	145116195	+	1	148772333	148772556	-
1	145116196	145116310	+	1	148772219	148772333	-
1	145116310	145116335	+	1	148772192	148772217	-
1	145116335	145121106	+	1	148767420	148772191	-
